PF256419,경기도,2025-02-08 00:00:00.000000,김포한강괜찮은홀,뮤지컬,냉장고나라의 싱싱마을 코코몽: 동화 속 모험 [김포],http://www.kopis.or.kr/upload/pfmPoster/PF_PF256419_241230_111251.jpg,2025-02-01 00:00:00.000000
PF256432,전라북도,2025-03-08 00:00:00.000000,한국소리문화의전당,대중음악,이승환 35주년 콘서트: HEAVEN [전주],http://www.kopis.or.kr/upload/pfmPoster/PF_PF256432_241230_122903.jpg,2025-03-08 00:00:00.000000
PF256433,경상남도,2025-02-02 00:00:00.000000,쌍벽루아트홀,서커스/마술,어린이 서커스 마술쇼 [양산],http://www.kopis.or.kr/upload/pfmPoster/PF_PF256433_241230_122905.gif,2025-02-02 00:00:00.000000
PF256434,경기도,2025-02-09 00:00:00.000000,용인포은아트홀,뮤지컬,광화문 연가 [용인],http://www.kopis.or.kr/upload/pfmPoster/PF_PF256434_241230_124617.jpg,2025-02-08 00:00:00.000000
PF256438,경기도,2025-01-23 00:00:00.000000,과천시민회관,서양음악(클래식),"제153회 과천시립교향악단 콘서트시리즈 1, 신년음악회",http://www.kopis.or.kr/upload/pfmPoster/PF_PF256438_241230_130333.jpg,2025-01-23 00:00:00.000000
PF256439,서울특별시,2025-01-19 00:00:00.000000,소극장 혜화당(구. 까망소극장),연극,"제1회 123 페스티벌, 하녀들",http://www.kopis.or.kr/upload/pfmPoster/PF_PF256439_241230_130407.gif,2025-01-14 00:00:00.000000
PF256441,광주광역시,2025-02-23 00:00:00.000000,5.18기념문화센터,뮤지컬,신데렐라 [광주],http://www.kopis.or.kr/upload/pfmPoster/PF_PF256441_241230_131525.gif,2025-02-23 00:00:00.000000
PF256443,경기도,2025-02-08 00:00:00.000000,평택시북부문예회관,뮤지컬,신데렐라 [평택],http://www.kopis.or.kr/upload/pfmPoster/PF_PF256443_241230_132232.gif,2025-02-08 00:00:00.000000
PF256448,경기도,2025-03-16 00:00:00.000000,고양어울림누리,뮤지컬,사랑의 하츄핑 [고양],http://www.kopis.or.kr/upload/pfmPoster/PF_PF256448_241230_133754.jpg,2025-03-15 00:00:00.000000
PF256449,서울특별시,2025-02-28 00:00:00.000000,송파어린이문화회관,연극,이야기 안데르센 [서울 송파],http://www.kopis.or.kr/upload/pfmPoster/PF_PF256449_241230_134005.jpg,2025-01-08 00:00:00.000000
PF256450,서울특별시,2025-01-27 00:00:00.000000,온맘씨어터,연극,소중한하루,http://www.kopis.or.kr/upload/pfmPoster/PF_PF256450_241230_134220.gif,2025-01-13 00:00:00.000000
PF256453,서울특별시,2025-02-22 00:00:00.000000,마포아트센터,대중음악,재즈 더 하드보일드: 마일스 데이비스,http://www.kopis.or.kr/upload/pfmPoster/PF_PF256453_241230_135155.jpg,2025-02-22 00:00:00.000000
PF256455,충청남도,2025-02-22 00:00:00.000000,천안시성환문화회관,뮤지컬,"앤서니 브라운, 우리가족 [천안]",http://www.kopis.or.kr/upload/pfmPoster/PF_PF256455_241230_140021.gif,2025-02-22 00:00:00.000000
PF256457,경상북도,2025-04-12 00:00:00.000000,포항문화예술회관,서양음악(클래식),히사이시 조 영화음악 콘서트 [포항],http://www.kopis.or.kr/upload/pfmPoster/PF_PF256457_241230_140022.gif,2025-04-12 00:00:00.000000
PF256459,대구광역시,2025-03-22 00:00:00.000000,아양아트센터,연극,세일즈맨의 죽음 [대구],http://www.kopis.or.kr/upload/pfmPoster/PF_PF256459_241230_140911.gif,2025-03-21 00:00:00.000000
PF256464,경기도,2025-02-23 00:00:00.000000,의정부예술의전당,뮤지컬,사랑의 하츄핑 [의정부],http://www.kopis.or.kr/upload/pfmPoster/PF_PF256464_241230_142610.gif,2025-02-22 00:00:00.000000
PF256466,서울특별시,2025-02-02 00:00:00.000000,예스24 원더로크홀,대중음악,"아일 단독콘서트, RE: Play My Mixtape [서울 (앵콜) ]",http://www.kopis.or.kr/upload/pfmPoster/PF_PF256466_241230_143756.jpg,2025-02-01 00:00:00.000000
PF256470,대구광역시,2025-02-23 00:00:00.000000,신세계 문화홀 8층 [대구],뮤지컬,신데렐라 [대구],http://www.kopis.or.kr/upload/pfmPoster/PF_PF256470_241230_150209.gif,2025-02-22 00:00:00.000000
PF256473,서울특별시,2025-02-01 00:00:00.000000,예술의전당 [서울],서양음악(클래식),홍인하 클라리넷 독주회,http://www.kopis.or.kr/upload/pfmPoster/PF_PF256473_241230_151801.jpg,2025-02-01 00:00:00.000000
PF256477,울산광역시,2025-04-20 00:00:00.000000,울산문화예술회관,서양음악(클래식),히사이시 조 영화음악 콘서트 [울산],http://www.kopis.or.kr/upload/pfmPoster/PF_PF256477_241230_155941.gif,2025-04-20 00:00:00.000000
PF256480,서울특별시,2025-01-05 00:00:00.000000,쌀롱드무지끄,서양음악(클래식),"쌀롱드무지끄, Moz-Art x Fugue & dance",http://www.kopis.or.kr/upload/pfmPoster/PF_PF256480_241231_094127.jpg,2025-01-05 00:00:00.000000
PF256481,부산광역시,2025-02-22 00:00:00.000000,부산북구문화예술회관 (구.북구문화빙상센터),서커스/마술,스노우 컬러 버블쇼 [부산],http://www.kopis.or.kr/upload/pfmPoster/PF_PF256481_241231_100115.gif,2025-02-22 00:00:00.000000
PF256482,서울특별시,2025-02-25 00:00:00.000000,롯데콘서트홀,복합,봄날음악회,http://www.kopis.or.kr/upload/pfmPoster/PF_PF256482_241231_100348.jpg,2025-02-25 00:00:00.000000
PF256483,충청남도,2025-03-08 00:00:00.000000,당진문예의전당,서커스/마술,구구쌤의 매직쑈라구 [당진],http://www.kopis.or.kr/upload/pfmPoster/PF_PF256483_241231_100747.gif,2025-03-08 00:00:00.000000
PF256484,서울특별시,2025-01-12 00:00:00.000000,스튜디오 블루,연극,콩나물의 노래,http://www.kopis.or.kr/upload/pfmPoster/PF_PF256484_241231_101702.gif,2025-01-09 00:00:00.000000
PF256486,경기도,2025-02-16 00:00:00.000000,경기아트센터(구. 경기도문화의전당),뮤지컬,엘사의 생일파티 제2탄: 얼음공주 이야기 [수원],http://www.kopis.or.kr/upload/pfmPoster/PF_PF256486_241231_102003.jpg,2025-02-15 00:00:00.000000
PF256494,강원도,2025-01-25 00:00:00.000000,강릉아트센터(구. 강릉문화예술관),서양음악(클래식),"제143회 강릉시립교향악단 정기연주회, 신년음악회: 라 트라비아타",http://www.kopis.or.kr/upload/pfmPoster/PF_PF256494_241231_110305.jpg,2025-01-24 00:00:00.000000
PF256500,부산광역시,2025-01-23 00:00:00.000000,해운대문화회관,서양음악(클래식),앙상블 튠의 The Romantic [부산 해운대],http://www.kopis.or.kr/upload/pfmPoster/PF_PF256500_241231_112618.jpg,2025-01-23 00:00:00.000000
PF256503,울산광역시,2025-03-22 00:00:00.000000,현대예술관,무용,"유니버설발레단, 지젤 [울산]",http://www.kopis.or.kr/upload/pfmPoster/PF_PF256503_241231_113620.jpg,2025-03-21 00:00:00.000000
PF256505,대구광역시,2025-01-18 00:00:00.000000,대구콘서트하우스,서양음악(클래식),이정은 피아노 독주회 [대구],http://www.kopis.or.kr/upload/pfmPoster/PF_PF256505_241231_113955.jpg,2025-01-18 00:00:00.000000
